Time	Gag	Pol	Nef	Env	Vpr	Vpu	Vif	Rev	Tat
18097.2382339294	2746	136	137	70	585	27	8	0	0
18100.8382346879	2745	136	137	70	585	27	8	0	0
18104.4382366757	2744	136	137	70	585	27	8	0	0
18108.0382401874	2744	136	137	70	585	27	8	0	0
18111.6382519309	2744	136	137	70	585	27	8	0	0
18115.2382568996	2744	136	137	70	585	27	8	0	0
18118.8382718337	2743	136	137	70	585	27	8	0	0
18122.4382710672	2743	136	137	70	585	27	8	0	0
18126.0382679077	2743	135	137	70	585	27	8	0	0
18129.6382729048	2743	135	137	70	585	27	8	0	0
18133.2382775997	2742	135	137	70	585	27	8	0	0
18136.8382816471	2742	135	137	70	585	27	8	0	0
18140.4382867352	2741	135	137	70	585	27	8	0	0
18144.0382836624	2741	135	137	70	585	27	8	0	0
18147.6383074018	2741	135	137	70	585	27	8	0	0
18151.2383038162	2741	135	137	70	585	27	8	0	0
18154.8383172535	2741	135	137	70	585	27	8	0	0
18158.4383283623	2741	135	137	70	585	27	8	0	0
18162.0383404169	2741	135	137	70	585	27	8	0	0
18165.6383418755	2741	135	137	70	585	27	8	0	0
18169.2383440411	2740	135	137	70	585	27	8	0	0
18172.8383508402	2740	135	137	70	585	27	8	0	0
18176.4383542961	2740	135	137	70	585	27	8	0	0
18180.0383574399	2739	135	137	70	585	27	8	0	0
18183.638363655	2739	135	137	70	585	27	8	0	0
18187.2383629792	2739	135	137	70	585	27	8	0	0
18190.8383711686	2739	135	137	70	585	27	8	0	0
18194.4383597563	2736	135	137	70	585	27	8	0	0
18198.0383699264	2736	135	137	70	585	27	8	0	0
18201.6383880386	2735	135	137	70	585	27	8	0	0
18205.238384688	2733	135	137	70	585	27	8	0	0
18208.8383926821	2732	135	137	70	585	27	8	0	0
18212.4383944695	2731	135	137	70	585	27	8	0	0
18216.038397316	2731	135	137	70	585	27	8	0	0
18219.6384080518	2731	135	137	70	585	27	8	0	0
18223.2384113285	2731	135	137	70	585	27	8	0	0
18226.8384118145	2731	135	137	70	585	27	8	0	0
18230.4384130558	2731	135	137	70	585	27	8	0	0
18234.0384189007	2730	135	137	70	585	27	8	0	0
18237.6384207265	2730	135	137	70	585	27	8	0	0
18241.2384055131	2730	135	137	70	585	27	8	0	0
18244.838430457	2729	134	137	70	585	27	8	0	0
18248.4384335172	2729	134	137	70	585	27	8	0	0
18252.0384393388	2729	134	137	70	585	27	8	0	0
18255.6384497902	2729	134	137	70	585	27	8	0	0
18259.2384471018	2729	134	137	70	585	27	8	0	0
18262.8384468899	2729	134	137	70	585	27	8	0	0
18266.4384533571	2729	134	137	70	585	27	8	0	0
18270.0384604456	2729	134	137	70	585	27	8	0	0
18273.6384593409	2729	134	137	70	585	27	8	0	0
18277.2384638641	2729	134	137	70	584	27	8	0	0
